SPID,PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,REGISTER_DATE,POSTING_DATE,UPDATE_DATE,CLASS,RES_COM,PROP_NAME,PROPERTY_NUMBER,MIN_PRICE,MAX_PRICE,PRICE_SQFT,PROJ_ID,BUILDING_ID,VERIFIED,MAP_DETAILS,MIN_AREA_SQFT,MAX_AREA_SQFT,AMENITIES,ALT_TAG,PRODUCT_TYPE,TOP_USPS,EXPIRY_DATE,PROPERTY_TYPE__U,AREA,SECONDARY_AREA,PRICE,PROP_HEADING,VALUE_LABEL,CLASS_HEADING,CLASS_LABEL,REGISTER_DATE__U,REGISTERED_DAYS,PRIMARY_TAGS,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,BALCONY_NUM,FLOOR_NUM,CITY,CITY_NAME,BUILDING_ID,BUILDING_NAME,SOCIETY_NAME,LOCALITY_ID,LOCALITY_NAME,ADDRESS
69845816,H69845816,S,"Duplex villa in beeramguda - 5 bedrooms with attached bathrooms,kitchen, 2 living rooms, 3-Balconies, pent house, size: 233 sqr yards, 5800sft, additional place since corner plot, duplex villa with pent house, gated community, price is negotiable
100 ft road connecting bombay highway to ring road, 5 minutes to ring road, 5 minutes to bombay highway
40 feet roads inside community 
Manjeera water connection and borewell
 
2km from bombay highway, 5 km from ring road. 14 km to high tech city
 
Children park, cc camera, manjeera drinking water, all internal roads are 40 ft, semi-Gated community, no maintenance fee
East (North open)",Independent House/Villa,Hyderabad,1.0,1,5.0,4230.0,2,3,6,3.0,"44,45,24,5,6,8,40,41,42","01st Jul, 2023",1687460609000.0,1692970211000,O,R,KSR NRI Anand Nagar Residency,1,27500000,27500000,4230.0,81761,135053,Y,"{'LATITUDE': '17.526205', 'LONGITUDE': '78.304924'}",538.8374,538.8374,"5,8,44,45,24,6,40,41,42",KSR NRI Anand Nagar Residency Hall,PAID_OWNER_LISTING,"['East Facing', 'Private Garden', 'Fresh Construction', 'Gated Society']",2023-11-01 00:00:00,2,5800,538.84 sq.m.,2.75 Cr,5 Bedroom House in Beeramguda,Freehold,Owner,Owner,2023-07-01 12:37:05,1 month ago,[],"['READY TO MOVE', 'RESALE']",35.0,"[{'text': '5 Religious Places'}, {'text': '19 Hospitals'}, {'text': '1 Pharmacy'}, {'text': '1 Bus Depot'}]",KSR NRI Anand Nagar Residency,KSR NRI Anand Nagar Residency,3.0,,269,Hyderabad,135053,KSR NRI Anand Nagar Residency,KSR NRI Anand Nagar Residency,1032,Beeramguda,Nri Anand Nagar Colony
68083292,W68083292,S,"Situated in simahapuri colony, pragati nagar, hyderabad, hanu park view is a well planned individual building that offers a pleasant living experience to its residents. This 3 bhk flat is one flat per one floor and give you a individual feeling. The flat is over 1680 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the 1st floor. This 0-1 year old property is available for immediate possession as the project is ready to move.",Residential Apartment,Hyderabad,1.0,1,3.0,5059.0,2,3,6,4.0,"47,26","05th Jun, 2023",1679394029000.0,1692970325000,O,R,Hanu Park View,1,8500000,8500000,5059.0,0,0,Y,"{'LATITUDE': '17.5203424', 'LONGITUDE': '78.3970205'}",156.07704,156.07704,"47,26","₹85 Lac, 3 bhk Residential Apartment in Pragathi Nagar - Hall",PAID_OWNER_LISTING,"['East Facing', 'Fresh Construction', 'Vitrified Flooring', 'Rain Water Harvesting']",2023-10-05 00:00:00,1,1680,156.08 sq.m.,85 L,3 BHK Flat in Pragathi Nagar,Freehold,Owner,Owner,2023-06-05 15:17:15,2 months ago,[],"['READY TO MOVE', 'RESALE']",50.0,"[{'text': '1 Shopping'}, {'text': '6 Religious Places'}, {'text': '8 ATMs'}, {'text': '9 Hospitals'}, {'text': '3 Pharmacys'}, {'text': '1 Bus Depot'}, {'text': '1 Library'}]",Hanu Park View,Hanu Park View,1.0,3,269,Hyderabad,0,Hanu Park View,Hanu Park View,3424,Pragathi Nagar,Simahapuri Colony
66831554,Y66831554,S,Residential apartment for sell.Located in narayanguda.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 9200000.Located on 4th floor out of the 5 the property comes with a good construction quality which ages 10 years old property.2wheeler parking is available,Residential Apartment,Hyderabad,1.0,1,2.0,7666.0,1,0,3,5.0,N,"27th May, 2023",1673847118000.0,1692557651000,O,R,Imperial Castle,1,9200000,9200000,7666.0,0,874887,Y,"{'LATITUDE': '17.3956121', 'LONGITUDE': '78.4920818'}",111.4836,111.4836,,"₹92 Lac, 2 bhk Residential Apartment in Narayanguda - Hall",PAID_OWNER_LISTING,['Furnished'],2023-09-27 00:00:00,1,1200,111.48 sq.m.,92 L,2 BHK Flat in Narayanguda,Freehold,Owner,Owner,2023-05-27 16:52:57,3 months ago,[],"['READY TO MOVE', 'RESALE']",50.0,"[{'text': '2 Metro Stations'}, {'text': '2 Religious Places'}, {'text': '2 ATMs'}, {'text': '17 Hospitals'}, {'text': '2 Attractions'}, {'text': '1 Miscellaneous'}]",Imperial Castle,Imperial Castle,2.0,4,269,Hyderabad,874887,Imperial Castle,Imperial Castle,2716,Narayanguda,
70430022,H70430022,S,There's no water problem & peaceful area.,Residential Apartment,Hyderabad,1.0,1,2.0,4837.0,1,3,1,5.0,"23,24,17,21","11th Aug, 2023",1690287657000.0,1692644232000,O,R,Ky Residency,1,5200000,5200000,4837.0,0,0,Y,"{'LATITUDE': '17.543522', 'LONGITUDE': '78.366315'}",99.870725,99.870725,"17,21,23,24,103","₹52 Lac, 2 bhk Residential Apartment in Harithavanam Colony - Hall",PAID_OWNER_LISTING,,2023-12-11 00:00:00,1,1075,99.87 sq.m.,52 L,2 BHK Flat in Harithavanam Colony,Freehold,Owner,Owner,2023-08-11 14:40:26,2 weeks ago,[],"['READY TO MOVE', 'RESALE']",11.0,"[{'text': '1 Shopping'}, {'text': '1 Religious Place'}, {'text': '1 ATM'}, {'text': '4 Hospitals'}, {'text': '1 Bus Depot'}]",Ky Residency,Ky Residency,2.0,1,269,Hyderabad,0,Ky Residency,Ky Residency,44249,Harithavanam Colony,Bachupally
69018584,K69018584,S,"Nice society non pollution colony
Ground floor 1 bedroom
And first floor - 2 bedroom",Independent House/Villa,Hyderabad,1.0,1,3.0,61333.0,2,4,6,2.0,F,"19th May, 2023",1683720612000.0,1692157158000,O,R,,1,9200000,9200000,61333.0,0,0,Y,"{'LATITUDE': '17.307541', 'LONGITUDE': '78.590305'}",125.41905,125.41905,,"₹92 Lac, 3 bhk House/Villa in Injapur - Hall",PAID_OWNER_LISTING,['Fresh Construction'],2023-09-19 00:00:00,2,1350,125.42 sq.m.,92 L,3 Bedroom House in Injapur,Freehold,Owner,Owner,2023-05-19 18:37:00,3 months ago,[],"['READY TO MOVE', 'RESALE']",33.0,"[{'text': '2 Religious Places'}, {'text': '8 ATMs'}, {'text': '7 Hospitals'}, {'text': '2 Attractions'}, {'text': '2 Pharmacys'}]",,,2.0,,269,Hyderabad,0,,,19749,Injapur,Neeladri Nagar Phase 2 Bn Reddy Nagar
65770634,J65770634,S,"Each and every plot pipe line and drainage, over head tank, beautiful roads and garden",Residential Land,Secunderabad,1.0,1,,20500.0,0,4,0,3.0,N,"15th Jun, 2023",1668351805000.0,1691906442000,O,R,,1,4100000,4100000,20500.0,0,0,N,"{'LATITUDE': '17.640228766466283', 'LONGITUDE': '78.4828090954698'}",167.2254,167.2254,,"₹41 Lac, Land/Plot in Medchal - Land",PAID_OWNER_LISTING,,2023-09-14 00:00:00,3,1800,167.23 sq.m.,41 L,Residential land / Plot in Medchal,Freehold,Owner,Owner,2023-06-15 14:24:59,2 months ago,[],"['IN GATED COMMUNITY', 'READY TO MOVE', 'RESALE']",5.0,"[{'text': '2 Hospitals'}, {'text': '1 Bus Depot'}]",,,,,268,Secunderabad,0,,,887,Medchal,"Plot No-60, Medicity Nri Layout ,ghanpur Village ,medchal Near Medicity Hospital"
68072822,L68072822,S,"Residential land available for sale in begumpet, hyderabad, hyderabad
A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of hyderabad.
The plot is spread across an area of 27000 sq. Ft. Available for residential construction. 
It is part of a gated community and is enclosed with a boundary wall on all sides. 
Facilities like water and electricity is available in the area. Other amenities include maintenance staff and water storage.
-Major banks and atms located within a close radius
-Hospital and market within close proximity
-Easy access to public transport 
It is a beautifully maintained plot with quiet and green surroundings in a much desired area.
The land offers plenty of benefits that includes prime location, great amenities, healthy surroundings and high return.

Wait no more and schedule a visit today.
For further details, kindly contact the owner.",Residential Land,Hyderabad,1.0,1,,66666.0,0,1,0,1.0,5,"09th Apr, 2023",1679338734000.0,1692729975000,O,R,,1,200000000,200000000,66666.0,0,0,N,"{'LATITUDE': '17.438581', 'LONGITUDE': '78.458109'}",2508.381,2508.381,5,"₹20 Crore, Land/Plot in Begumpet - Land",PAID_OWNER_LISTING,,2023-11-07 00:00:00,3,27000,2508.38 sq.m.,20 Cr,Residential land / Plot in Begumpet,Freehold,Owner,Owner,2023-04-09 00:00:00,4 months ago,[],"['CORNER PROPERTY', 'NORTH FACING', 'GHMC APPROVED', 'READY TO MOVE', 'RESALE']",49.0,"[{'text': '1 Metro Station'}, {'text': '4 Religious Places'}, {'text': '4 ATMs'}, {'text': '12 Hospitals'}, {'text': '2 Miscellaneouss'}]",,,,,269,Hyderabad,0,,,5149,Begumpet,
69242048,G69242048,S,"Beautiful villa for sale in whitefields kondapur

342 sq yards spacious plot, 3000 sq ft fully redone in the very pleasant and green vasantha valley community. 4 bedrooms, 3 bathrooms. 1 bedroom with bathroom downstairs. 
2 very spacious halls on each floor. Beautiful upstairs sitout with lots of greenery. Modern fully redone bathrooms and sliding pvc windows sound and dust proof, acs in all rooms including halls.
Rare to find with tremendous land value, very close minutes to everything (Seetharama temple, hitech city, madhapur, gachibowli, orr)
Hard to find, immaculate condition, ready to move-In. Pictures say it all.",Independent House/Villa,Hyderabad,1.0,1,4.0,26333.0,2,4,3,2.0,"5,6,8","25th May, 2023",1684762511000.0,1692707556000,O,R,Vasantha Valley,1,79000000,79000000,26333.0,0,379793,N,"{'LATITUDE': '17.454727', 'LONGITUDE': '78.368947'}",31.772826,31.772826,"5,8,6,102","₹7.9 Crore, 4 bhk House/Villa in Whitefield - House",PAID_OWNER_LISTING,"['Location mins to hi tech Orr  Nearby', 'Very serene and green  Nearby', 'Modern and new Nearby', 'Gated Society']",2023-09-20 00:00:00,2,342,31.77 sq.m.,7.9 Cr,4 Bedroom House in Whitefield,Freehold,Owner,Owner,2023-05-25 00:00:00,3 months ago,[],"['READY TO MOVE', 'RESALE']",41.0,"[{'text': '3 ATMs'}, {'text': '7 Hospitals'}, {'text': '2 Office Complexes'}]",Vasantha Valley,Vasantha Valley,2.0,,269,Hyderabad,379793,Vasantha Valley,Vasantha Valley,2656,Whitefield,
45359197,S45359197,S,"An independent house villa comes whirling in a phenomenal and prime location of new malakpet, hyderabad.

This sun-Drenched property is located in a subtle community with all basic amenities available in close proximity.

Property specifications:-

The property comprises of three floors, and is benefitted with a plot area of 750 sq. Ft., built up area of 12000 sq. Ft. And a carpet area of 10000 sq. Ft. 

The property comprises of 

1. Five bedrooms
2. Six washrooms
3. Two balconies 
4. Servant room 
5. Pooja room 
6. Modular kitchen 

With marble flooring and grilled doors and windows this property is one of the most aesthetically designed in this locality.

Furnishings and features:-

This independent house villa is a part of such a well-Known locality and it is a blend of modernity and comfort.
Being a furnished unit, the property comes with the basic facilities of lights and fans along with bathroom and kitchen fixtures altogether.

Additional furnishings 

1. Water purifier
2. Exhaust fan
3. Dining table
4. Geyser
5. Stove
6. Ac
7. Tv
8. Chimney
9. Curtains
10. Wardrobes
11. Sofa
12. Washing machine
13. Microwave
14. Home theatre system

The property endows the residents with a number of features and facilities and security is the top most priority of the community.

Additional features 

1. Piped-Gas
2. Security personnel
3. Generator back up 
4. Internet/wi-Fi connectivity

The property has been constructed according to the vaastu guidelines which helps in procuring positivity and prosperity.

Locality:- 

The residents of this villa will experience a relaxed lifestyle here as this locality covers most of the key social infrastructures at a short distance.

 Shopping mall, supermarket and local market are in close vicinity and there is an excellent connectivity to various parts of the city, with availability of various other public modes of transport such as buses taxis and autos.
Genuine and interested buyers must avail this opportunity!

This is an amazing opportunity in a great location.

Contact owner for more information.",Independent House/Villa,Hyderabad,1.0,1,5.0,120000.0,1,0,2,3.0,"5,29,9,40,30,10","22nd Aug, 2023",,1692768846000,O,R,,1,120000000,120000000,120000.0,0,0,N,"{'LATITUDE': '17.36821', 'LONGITUDE': '78.506278'}",69.67725,69.67725,"5,10,29,9,40,30,103","₹12 Crore, 5 bhk House/Villa in New Malakpet - House",PAID_OWNER_LISTING,"['Air Conditioned', 'Marble Flooring', 'Separate entry for servant room']",2024-08-21 00:00:00,2,750,69.68 sq.m.,12 Cr,5 Bedroom House in New Malakpet,Freehold,Owner,Owner,2023-08-22 20:19:21,4 days ago,[],"['READY TO MOVE', 'RESALE']",50.0,"[{'text': '2 Metro Stations'}, {'text': '10 Religious Places'}, {'text': '13 Hospitals'}, {'text': '2 Attractions'}, {'text': '2 Pharmacys'}, {'text': '1 Parking'}, {'text': '3 Miscellaneouss'}, {'text': '1 Library'}]",,,2.0,,269,Hyderabad,0,,,14704,New Malakpet,Malakpet
70494490,K70494490,S,"Planning to buy an individual house in hyderabad. Then you should definitely check out this 2 bhk house for sale in attapur, a well-Planned and well-Connected locality in hyderabad. The house has over super built up area of 118 sq.Ft. And comes with 2 bedrooms, 2 bathrooms . Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The property is available for sale at a competitive price of 1.1 crore. The house provides continuous water supply from municipal corporation. This is a west-Facing property. The house comes well built with concrete flooring options.",Independent House/Villa,Hyderabad,1.0,1,2.0,93220.0,2,4,3,1.0,24,"02nd Aug, 2023",1690607002000.0,1692971013000,O,R,,1,11000000,11000000,93220.0,0,0,Y,"{'LATITUDE': '17.369071', 'LONGITUDE': '78.433106'}",98.662986,98.662986,24,"₹1.1 Crore, 2 bhk House/Villa in Attapur - Hall",PAID_OWNER_LISTING,,2023-12-02 00:00:00,2,1062,98.66 sq.m.,1.1 Cr,2 Bedroom House in Attapur,Freehold,Owner,Owner,2023-08-02 16:01:40,3 weeks ago,[],"['READY TO MOVE', 'RESALE']",49.0,"[{'text': '4 Religious Places'}, {'text': '3 ATMs'}, {'text': '16 Hospitals'}, {'text': '1 Attraction'}, {'text': '4 Miscellaneouss'}]",,,0.0,,269,Hyderabad,0,,,11578,Attapur,Hyderguda
69943542,G69943542,S,"Abutting ashoka-Ala-Maison, dhulapally",Independent House/Villa,Secunderabad,1.0,1,5.0,11046.0,2,3,5,3.0,"23,12,24,3,47,9,40,41,30,42,43","28th Jun, 2023",1687951721000.0,1692807297000,O,R,Alpine's Aavasa,1,47500000,47500000,11046.0,0,0,N,"{'LATITUDE': '78.48667', 'LONGITUDE': '17.38504'}",27.8709,27.8709,"23,24,47,9,40,41,30,42,43,12,3,102","₹4.75 Crore, 5 bhk House/Villa in Kompally - House",PAID_OWNER_LISTING,"['East Facing', 'Close to School', 'Close to Hospital', 'Gated Society']",2024-06-27 00:00:00,2,300,27.87 sq.m.,4.75 Cr,5 Bedroom House in Kompally,Freehold,Owner,Owner,2023-06-28 16:58:42,1 month ago,[],"['UNDER CONSTRUCTION', 'RESALE']",,,Alpine's Aavasa,Alpine's Aavasa,2.0,,268,Secunderabad,0,Alpine's Aavasa,Alpine's Aavasa,6993,Kompally,Adj To Ashoka-Ala-Maison
70991400,B70991400,S,Interested to sell independent house/villa.It is a 1-5 years old property constructionplaced at turkayamjal.2600.00 sq.Ft.(Builtup area)  is the area of the propertynice furnished enhancing decorit has spacious 4 bedrooms and 4 bathrooms. .Want to sell it for rs 13900000.,Independent House/Villa,Hyderabad,1.0,1,4.0,5346.0,1,0,1,2.0,N,Yesterday,1692869188000.0,1692951924000,O,R,,1,13900000,13900000,5346.0,0,0,N,"{'LATITUDE': '17.27395', 'LONGITUDE': '78.59163'}",241.5478,241.5478,103,,PAID_OWNER_LISTING,['Furnished'],2023-11-24 00:00:00,2,2600,241.55 sq.m.,1.39 Cr,4 Bedroom House in TurkaYamjal,Freehold,Owner,Owner,2023-08-25 13:04:19,Yesterday,[],"['READY TO MOVE', 'RESALE']",1.0,[],,,1.0,,269,Hyderabad,0,,,8311,TurkaYamjal,
68312946,B68312946,S,"Good construction quality.Project is 4.05 acres and located on main road and it is very nearer to all prime locations.And it is 3 blocks,every block has g+5 floors. Fully gated community with all amenities,club house
This flat is east facing and it's balcony view is main road with full ventilation , 1700 square feet and 63 square yards of land sharing.",Residential Apartment,Hyderabad,1.0,1,3.0,6499.0,0,3,5,5.0,"33,23,12,1,24,3,26,5,17,6,20,21","13th Jun, 2023",1680449896000.0,1692577575000,O,R,Kowsalya Manidweepam,1,12500000,12500000,6499.0,380142,1064153,N,"{'LATITUDE': '17.533129', 'LONGITUDE': '78.365514'}",157.9351,157.9351,"5,17,20,21,23,1,24,6,33,12,3,26",Kowsalya Manidweepam Building,PAID_OWNER_LISTING,"['East Facing', 'Gated Society']",2023-09-12 00:00:00,1,1700,157.94 sq.m.,1.25 Cr,3 BHK Flat in Bachupally,Freehold,Owner,Owner,2023-06-13 10:32:29,2 months ago,[],"['UNDER CONSTRUCTION', 'RESALE', 'RERA']",8.0,"[{'text': '1 Metro Station'}, {'text': '2 Shoppings'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}]",Kowsalya Manidweepam,Kowsalya Manidweepam,1.0,1,269,Hyderabad,1064153,Kowsalya Manidweepam,Kowsalya Manidweepam,5145,Bachupally,
69136012,H69136012,S,"Situated in nallagandla, hyderabad, aakriti miro is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in hyderabad is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 1214 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 9th level of a 14 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. This flat is located near close to metro station, close to school, close to hospital and close to market. Aakriti miro is designed very well to provide modern facilities such as park, lift(s), fitness centre / gym, swimming pool and club house / community center. The project provides access to clean water through municipal corporation supply.",Residential Apartment,Hyderabad,1.0,1,2.0,6200.0,2,3,6,14.0,"12,1,3,26,6,20,21","25th May, 2023",1684297048000.0,1692942868000,O,R,Aakriti Miro,1,8800000,8800000,6200.0,270301,479491,Y,"{'LATITUDE': '17.459904', 'LONGITUDE': '78.306975'}",112.784242,112.784242,"20,21,1,6,12,3,26,103",Aakriti Miro Hall,PAID_OWNER_LISTING,,2023-09-25 00:00:00,1,1214,112.78 sq.m.,88 L,2 BHK Flat in Nallagandla,Freehold,Owner,Owner,2023-05-25 14:59:01,3 months ago,[],"['READY TO MOVE', 'RESALE', 'RERA']",11.0,"[{'text': '1 Metro Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Railway Station'}, {'text': '1 Office Complex'}, {'text': '1 Hotels'}, {'text': '1 Amusement Park'}, {'text': '1 Stadium'}]",Aakriti Miro,Aakriti Miro,2.0,9,269,Hyderabad,479491,Aakriti Miro,Aakriti Miro,5769,Nallagandla,A905
67585032,V67585032,S,"1.This is 3 bhk flat located on 4th floor with 1645 sq ft, 
 2.East facing in madeenaguda near to pranaam hospital.
 3.This flat includes pooja room.
 4.3 balconies with good space.
 5.2 washrooms included with geysers and car/bike parking spot.
 6.This flat comes with 3 ac's located in living area and another 2 in each bedroom.
 7.Also includes 2 king and 1 queen bed frames.
 8.This flat is located just 1 mins away to mumbai highway. 
 9.And plenty of restaurants / fast food/ bakery places to spend time, fitness centers, and also play area with in 15mins walk.
 10.And there are plenty of grocery stores like ratna deep,vijetha, etc..,
 11.And near by school are genesis, meru international school, st'ann's school, triveni talent school.
 12.If you are in need of any emergency services there are lot of hospitals within 5mins away like pranaam, happy, archana, ankura hospitals and many more.
 13.Also near to gsm mall/ multiplex's/ shopping centers, 
 14.Close to miyapur metro station.",Residential Apartment,Hyderabad,1.0,1,3.0,7000.0,1,3,2,4.0,"44,45,47,39,40,30,41,42,32","10th May, 2023",1677430468000.0,1692777513000,O,R,Anjana Residency,1,12000000,12000000,7000.0,0,0,Y,"{'LATITUDE': '17.490589', 'LONGITUDE': '78.342543'}",155.14801,155.14801,"32,44,45,47,39,40,30,41,42","₹1.2 Crore, 3 bhk Residential Apartment in Madinaguda - Bedroom",PAID_OWNER_LISTING,,2023-09-10 00:00:00,1,1670,155.15 sq.m.,1.2 Cr,3 BHK Flat in Madinaguda,Freehold,Owner,Owner,2023-05-10 12:37:22,3 months ago,[],"['READY TO MOVE', 'RESALE']",49.0,"[{'text': '4 Religious Places'}, {'text': '1 ATM'}, {'text': '16 Hospitals'}, {'text': '2 Pharmacys'}, {'text': '2 Miscellaneouss'}]",Anjana Residency,Anjana Residency,3.0,4,269,Hyderabad,0,Anjana Residency,Anjana Residency,5202,Madinaguda,1-54/anjana Residency
67352032,L67352032,S,"This lovely 2 bhk apartment/flat in yellareddyguda is available for sale in one of hyderabad's most popular projects, vijaya durga residency. This is a north-Facing property. The flat is over 980 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 5 floors and this property is situated on 2nd floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The flat comes well built with marble flooring options. Many of the modern amenities being offered, like lift(s) and security personnel, will provide a pleasant living experience for you. The residents of this project enjoy a 24*7 access to clean water. Loan available.",Residential Apartment,Hyderabad,1.0,1,2.0,5510.0,1,1,2,5.0,"9,21","13th May, 2023",1676364522000.0,1692891932000,O,R,Vijaya Durga Residency,1,5400000,5400000,5510.0,0,0,Y,"{'LATITUDE': '17.4312892', 'LONGITUDE': '78.4465453'}",91.04494,91.04494,"21,9,103","₹54 Lac, 2 bhk Residential Apartment in Yellareddyguda - Hall",PAID_OWNER_LISTING,,2023-09-13 00:00:00,1,980,91.04 sq.m.,54 L,2 BHK Flat in Yellareddyguda,Freehold,Owner,Owner,2023-05-13 14:46:47,3 months ago,[],"['READY TO MOVE', 'RESALE']",50.0,"[{'text': '3 Metro Stations'}, {'text': '3 Religious Places'}, {'text': '2 ATMs'}, {'text': '14 Hospitals'}, {'text': '1 Attraction'}, {'text': '1 Pharmacy'}]",Vijaya Durga Residency,Vijaya Durga Residency,2.0,2,269,Hyderabad,0,Vijaya Durga Residency,Vijaya Durga Residency,964,Yellareddyguda,"203 Flat 2nd Floor , Srinagar Colony"
69727788,U69727788,S,The east facing open plot is for resale in sparkle meadows venture at aushapur on hyderabad - Warangal highway.,Residential Land,Hyderabad,1.0,1,,1444.0,0,3,0,,N,"21st Jun, 2023",1686979713000.0,1692940131000,O,R,,1,5850000,5850000,1444.0,0,0,N,"{'LATITUDE': '17.46243', 'LONGITUDE': '78.73652'}",376.25715,376.25715,,"₹58.5 Lac, Land/Plot in Aushapur - Land",PAID_OWNER_LISTING,['East Facing'],2023-09-20 00:00:00,3,4050,376.26 sq.m.,58.5 L,Residential land / Plot in Aushapur,Freehold,Owner,Owner,2023-06-21 10:44:36,2 months ago,[],"['EAST FACING', 'HMDA APPROVED', 'IN GATED COMMUNITY', 'READY TO MOVE', 'RESALE']",,,,,,,269,Hyderabad,0,,,6919,Aushapur,254
69320534,Y69320534,S,"West facing, fully vastu compliant, spacious rooms, open kitchen, open from three sides, overlooking park and mandir, all amenities like schools, banks, mkt, hospital within less than one km , army ta and rpf trg centre within 500 mtr, secure location, great connectivity, no water problem ( Borewell and tap water), green areas with ample shade, greatly suitable even with families with elderly people...",Residential Apartment,Secunderabad,1.0,1,3.0,5500.0,4,0,1,4.0,"24,5,17,21","13th Jun, 2023",1685123692000.0,1692729960000,O,R,Meghana Nivas,1,11000000,11000000,5500.0,0,0,N,"{'LATITUDE': '17.4478104', 'LONGITUDE': '78.5263305'}",185.806,185.806,"5,17,21,24","₹1.1 Crore, 3 bhk Residential Apartment in Malkajgiri - Hall",PAID_OWNER_LISTING,,2023-09-12 00:00:00,1,2000,185.81 sq.m.,1.1 Cr,3 BHK Flat in Malkajgiri,Freehold,Owner,Owner,2023-06-13 11:56:29,2 months ago,[],"['READY TO MOVE', 'RESALE']",50.0,"[{'text': '9 Religious Places'}, {'text': '2 ATMs'}, {'text': '9 Hospitals'}, {'text': '1 Attraction'}, {'text': '2 Pharmacys'}, {'text': '3 Miscellaneouss'}]",Meghana Nivas,Meghana Nivas,2.0,1,268,Secunderabad,0,Meghana Nivas,Meghana Nivas,876,Malkajgiri,
68894464,A68894464,S,Residential land available for sell.Located in shad nagar.Available at an price of rs 18000000.,Residential Land,Hyderabad,1.0,1,,6000.0,0,0,0,,N,"01st Jun, 2023",1683140337000.0,1692729972000,O,R,,1,18000000,18000000,6000.0,0,0,N,"{'LATITUDE': '17.091617', 'LONGITUDE': '78.240623'}",278.709,278.709,,"₹1.8 Crore, Land/Plot in Shad nagar - Master Plan",PAID_OWNER_LISTING,,2023-08-31 00:00:00,3,3000,278.71 sq.m.,1.8 Cr,Residential land / Plot in Shad nagar,Freehold,Owner,Owner,2023-06-01 12:24:53,2 months ago,[],"['READY TO MOVE', 'RESALE']",1.0,[{'text': '1 Bus Depot'}],,,,,269,Hyderabad,0,,,5244,Shad nagar,
70176310,W70176310,S,"Old property of 40 years. Corner plot. Can be developed by developer. Prime location near secunderabad central mall. Very good appreciation value. Near bus stand and main road. Corner plot of 256 square yards. Inr 110,000 per sq yard , negotiable",Independent House/Villa,Secunderabad,1.0,1,3.0,10416.0,4,0,3,,N,"12th Jul, 2023",1689069722000.0,1692723787000,O,R,,1,25000000,25000000,10416.0,0,0,N,"{'LATITUDE': '17.47392', 'LONGITUDE': '78.53698'}",222.9672,222.9672,103,"₹2.5 Crore, 3 bhk House/Villa in Ramakrishnapuram - Hall",PAID_OWNER_LISTING,,2023-11-10 00:00:00,2,2400,222.97 sq.m.,2.5 Cr,3 Bedroom House in Ramakrishnapuram,Freehold,Owner,Owner,2023-07-12 00:00:00,1 month ago,[],"['READY TO MOVE', 'RESALE']",47.0,"[{'text': '1 Shopping'}, {'text': '5 Religious Places'}, {'text': '6 ATMs'}, {'text': '16 Hospitals'}, {'text': '1 Parking'}, {'text': '2 Miscellaneouss'}]",,,1.0,,268,Secunderabad,0,,,6994,Ramakrishnapuram ,37-115/5
